place_name,count,normalised_key
Dorchestex,1,dorchestex
Dorsetshire,1,dorsetshire
Drax Castle,1,drax castle
Drayton,1,drayton
Dreur,1,dreur
Drincouer,1,drincouer
Drincouet,1,drincouet
Dublin Citie,1,dublin citie
Dublyn,1,dublyn
Dudley,1,dudley
Duffield Castle,1,duffield castle
Dumbar Castle,1,dumbar castle
Dumber Castle,1,dumber castle
Dun Citiein,1,dun citiein
Dunbar,1,dunbar
Duncastre,1,duncastre
Dune Ryuer,1,dune ryuer
Dunestor,1,dunestor
Dunestor Castle,1,dunestor castle
Dunfoader,1,dunfoader
Dunkel,1,dunkel
Dunkirke,1,dunkirke
Dunnyngton Castle,1,dunnyngton castle
Dunstable,1,dunstable
Dunstanborough Castle,1,dunstanborough castle
Dunstaple,1,dunstaple
Durcet,1,durcet
Durha,1,durha
Durisme,1,durisme
Durrham,1,durrham
Duwich,1,duwich
Dyuclyue,1,dyuclyue
E. lye,1,e. lye
Eadwynes Cliue,1,eadwynes cliue
East,1,east
East partes,1,east partes
Easterford,1,easterford
Eata Riuer,1,eata riuer
Eaton Colledge,1,eaton colledge
Ebranky,1,ebranky
Ecclesall,1,ecclesall
Eceter,1,eceter
Edeborough,1,edeborough
Edelinsey Ile,1,edelinsey ile
Edelynsey Ile,1,edelynsey ile
Eden Riuer,1,eden riuer
Edenborough,1,edenborough
Edenborough Castle,1,edenborough castle
Edenbrough,1,edenbrough
Edessa,1,edessa
Edlingsey,1,edlingsey
Edlingsey Abbey,1,edlingsey abbey
Edward,1,edward
Effex,1,effex
Effingham,1,effingham
Egelaw heath,1,egelaw heath
Eglefielde,1,eglefielde
Egletighston,1,egletighston
Egremonde,1,egremonde
Egyptus,1,egyptus
Eiruie Abbey,1,eiruie abbey
Eliendone,1,eliendone
Ellesmare,1,ellesmare
Elsasse,1,elsasse
Elsham,1,elsham
Eltham,1,eltham
Embden,1,embden
Engistland,1,engistland
Englands,1,englands
Englefield,1,englefield
English Marches,1,english marches
Englishe,1,englishe
Enland,1,enland
Enlgand,1,enlgand
Epiford,1,epiford
Epte Riuer,1,epte riuer
Erceter,1,erceter
Erham,1,erham
Erier,1,erier
Erming streete,1,erming streete
Eske Riuer,1,eske riuer
Esser,1,esser
Essingstock,1,essingstock
Essington,1,essington
Estangles,1,estangles
Etbearne,1,etbearne
Eu,1,eu
Euald,1,euald
Euder,1,euder
Eurelir,1,eurelir
Eureux,1,eureux
Excetir,1,excetir
Exham,1,exham
Exhamshire,1,exhamshire
Exmouth Castle,1,exmouth castle
Falaise,1,falaise
Falayse,1,falayse
Faleife,1,faleife
Farindon Castle,1,farindon castle
Faringdon,1,faringdon
Farneham Castle,1,farneham castle
Farnham Castle,1,farnham castle
Faron,1,faron
Farribridge,1,farribridge
Faruham Castle,1,faruham castle
Faukirke,1,faukirke
Faunce,1,faunce
Faunders,1,faunders
Fawconbridge,1,fawconbridge
Fechamley,1,fechamley
Fechanley,1,fechanley
Fennes,1,fennes
Fermherst Castle,1,fermherst castle
Feuexshame Abbey,1,feuexshame abbey
Flau ders,1,flau ders
Flaunder,1,flaunder
Fleetstreat,1,fleetstreat
Flint Castle,1,flint castle
Flodde field,1,flodde field
Flodden field,1,flodden field
Floddon fielde,1,floddon fielde
Florye Abbey,1,florye abbey
Fnders,1,fnders
Fodringey,1,fodringey
Fodringhey,1,fodringhey
Forestes,1,forestes
Fornham,1,fornham
Forrestes,1,forrestes
Forth,1,forth
Foulgiers,1,foulgiers
Fountaines,1,fountaines
Fountneyes,1,fountneyes
Fountneys,1,fountneys
Fowdrey,1,fowdrey
Framelingha Castle,1,framelingha castle
Framingham,1,framingham
French,1,french
Frenchmenne,1,frenchmenne
Frisney,1,frisney
Fromundham,1,fromundham
Frostes,1,frostes
Galhe,1,galhe
Galiard Castle,1,galiard castle
Gallo,1,gallo
Gallus,1,gallus
Gannoc Castle,1,gannoc castle
Gannock Castle,1,gannock castle
Garedon Abbey,1,garedon abbey
Gascoyn,1,gascoyn
Gascoynes,1,gascoynes
Gassowaye,1,gassowaye
Gauelfoord,1,gauelfoord
Gaules,1,gaules
Gaunt,1,gaunt
Geinsborough,1,geinsborough
Gelderland,1,gelderland
Geldre,1,geldre
Geldres,1,geldres
Gemeticum,1,gemeticum
Gemway,1,gemway
Generon,1,generon
Geneua,1,geneua
Genisses,1,genisses
Gerbery Castle,1,gerbery castle
Germaine,1,germaine
Gethe,1,gethe
Geueron Castle,1,geueron castle
Gewisses,1,gewisses
Gilford,1,gilford
Gillingham Manour,1,gillingham manour
Gipswich Castle,1,gipswich castle
Girwy Abbey,1,girwy abbey
Gisors Castle,1,gisors castle
Glademouth,1,glademouth
Gladore Heath,1,gladore heath
Glaste burie,1,glaste burie
Glastenbure,1,glastenbure
Glastenburie Abbey,1,glastenburie abbey
Glastenburie Monasterie,1,glastenburie monasterie
Glau Margan,1,glau margan
Gleuy,1,gleuy
Gloc,1,gloc
Glocestershyre,1,glocestershyre
Gloucestar,1,gloucestar
Gloucester Castle,1,gloucester castle
Gloucester Citie,1,gloucester citie
Gloucester Monasterie of S. Peters,1,gloucester monasterie of s. peters
Gloucesters,1,gloucesters
Glouernia,1,glouernia
Godstow,1,godstow
Gosefoorde,1,gosefoorde
Grafton,1,grafton
Granta,1,granta
Grantham,1,grantham
Granzeben,1,granzeben
Grapelitum Castle,1,grapelitum castle
Graue,1,graue
Grauelin,1,grauelin
Greenes Norton,1,greenes norton
Greldres,1,greldres
Grenewich,1,grenewich
Gresfey,1,gresfey
Grossemond Castle,1,grossemond castle
Guana,1,guana
Guaneren Castle,1,guaneren castle
Guian,1,guian
Guildford,1,guildford
Guildhal,1,guildhal
Gulike,1,gulike
Gutland,1,gutland
Guyene,1,guyene
Guynes,1,guynes
Guynes Castle,1,guynes castle
Gwen,1,gwen
Gysors,1,gysors
Haddington Chase,1,haddington chase
Hadington,1,hadington
Hagenet Castle,1,hagenet castle
Haghenet Castle,1,haghenet castle
Hagunald,1,hagunald
Hagustald,1,hagustald
Haidoun hill,1,haidoun hill
Halden rigge,1,halden rigge
Hales,1,hales
Hales Church,1,hales church
Haliwel,1,haliwel
Halton,1,halton
Hambletew,1,hambletew
Hambout,1,hambout
Hames,1,hames
Hames Castle,1,hames castle
Hamilton,1,hamilton
Hammes,1,hammes
Hamons hauen,1,hamons hauen
Hamshyre,1,hamshyre
Hangey Castle,1,hangey castle
Hanslap,1,hanslap
Harbaldowne Hospital,1,harbaldowne hospital
Hare court,1,hare court
Harfleete,1,harfleete
Harflew,1,harflew
Harlington,1,harlington
Harnsey,1,harnsey
Hartfoord Castle,1,hartfoord castle
Hartforde,1,hartforde
Harue,1,harue
Hasting Castle,1,hasting castle
Hayles Abbey,1,hayles abbey
Heauenfield,1,heauenfield
Hedgecote,1,hedgecote
Heinault,1,heinault
Helatherne,1,helatherne
Henand,1,henand
Hengistenton,1,hengistenton
Hengistland,1,hengistland
Henoault,1,henoault
Hercules Promontoriu,1,hercules promontoriu
Here,1,here
Hereford Castle,1,hereford castle
Hereford Minster,1,hereford minster
Hereford shyre,1,hereford shyre
Herflew,1,herflew
Herford West,1,herford west
Herford shyre,1,herford shyre
Herham,1,herham
Herings,1,herings
Hertfordshire,1,hertfordshire
Hertfort,1,hertfort
Herts Hal,1,herts hal
Hesding,1,hesding
Heuenfield,1,heuenfield
Hexa,1,hexa
Hexha,1,hexha
Hey Castle,1,hey castle
Heyuault,1,heyuault
Hidingham,1,hidingham
Hikenelstreete,1,hikenelstreete
Hith,1,hith
Hocehnereton,1,hocehnereton
Holand,1,holand
Holdernesse,1,holdernesse
Holt,1,holt
Holt Castell,1,holt castell
Holy Island,1,holy island
Honedon,1,honedon
Honfleue,1,honfleue
Honnesdon,1,honnesdon
Horcham,1,horcham
Horewood,1,horewood
Horne castle,1,horne castle
Horton,1,horton
Hostia,1,hostia
Hownhil,1,hownhil
Humber Riuer,1,humber riuer
Hume,1,hume
Hume castle,1,hume castle
Hunflue,1,hunflue
Huntley,1,huntley
Hydingham,1,hydingham
Iarrow,1,iarrow
Iceni,1,iceni
Icius,1,icius
Icius Portus,1,icius portus
Idle Riuer,1,idle riuer
Iernesey,1,iernesey
Ierueux,1,ierueux
Iesus Colledge,1,iesus colledge
Ilande,1,ilande
Ilandes,1,ilandes
Ile of Huy,1,ile of huy
Ile of Lindesfarne,1,ile of lindesfarne
Ile of Oldney,1,ile of oldney
Ile of Orholme,1,ile of orholme
Ile of Portland,1,ile of portland
Ile of Thanet,1,ile of thanet
Iles of Okeney,1,iles of okeney
Iles of Orkeney,1,iles of orkeney
Ingethling Abbey,1,ingethling abbey
Inwer Riuer,1,inwer riuer
Iopa,1,iopa
Irelandes,1,irelandes
Irthenfield,1,irthenfield
Iseland,1,iseland
Isle of Elye,1,isle of elye
Isle of Wight,1,isle of wight
Isoldun Castle,1,isoldun castle
Istria,1,istria
Ithancester,1,ithancester
Itingfoord,1,itingfoord
Iune,1,iune
Kaerkin,1,kaerkin
Kaerkyn,1,kaerkyn
Kendal,1,kendal
Kendall,1,kendall
Kenelworth,1,kenelworth
Kenelworth Castle,1,kenelworth castle
Kenet,1,kenet
Kenlis,1,kenlis
Kente,1,kente
Kernelenc,1,kernelenc
Ket,1,ket
Killingworth Castle,1,killingworth castle
Kingescliffe,1,kingescliffe
Kings Hal,1,kings hal
Kingston vpon Thames,1,kingston vpon thames
Kingstone,1,kingstone
Kirksteede Abbey,1,kirksteede abbey
Kirkton,1,kirkton
Kirton,1,kirton
Krikelade,1,krikelade
Kyme,1,kyme
Kyngston vpon Hul,1,kyngston vpon hul
Kynwith Castle,1,kynwith castle
Lacaster,1,lacaster
Ladaffe,1,ladaffe
Laford Castle,1,laford castle
Lambeth,1,lambeth
Lambheth,1,lambheth
Lammeth,1,lammeth
Lancaster Castle,1,lancaster castle
Lancastre,1,lancastre
Lane,1,lane
Langcony,1,langcony
Lanpeder vaur castle,1,lanpeder vaur castle
Latimer,1,latimer
Lauayne,1,lauayne
Lawnd,1,lawnd
Ledes Castle,1,ledes castle
Lee Riuer,1,lee riuer
Leeds Castle,1,leeds castle
Leiceser,1,leiceser
Leicester shire,1,leicester shire
Leides,1,leides
Leighton,1,leighton
Lennox,1,lennox
Leoffe Monasterie,1,leoffe monasterie
Lesnes Abbey,1,lesnes abbey
Lestinghe Monasterie,1,lestinghe monasterie
Lestinghem,1,lestinghem
Lestinghem Monasterie,1,lestinghem monasterie
Leus,1,leus
Leycestershire,1,leycestershire
Leynister,1,leynister
Lherfoord,1,lherfoord
Lichfeild,1,lichfeild
Liens,1,liens
Lieth,1,lieth
Ligor,1,ligor
Limerike,1,limerike
Limeryke,1,limeryke
Limezun,1,limezun
Lincolneshyre,1,lincolneshyre
Lindesfern,1,lindesfern
Lindesferne Abbey,1,lindesferne abbey
Lindesserne,1,lindesserne
Lindestarne Ile,1,lindestarne ile
Lindux,1,lindux
Linne,1,linne
Linsey,1,linsey
Lisieux,1,lisieux
Litchfeilde,1,litchfeilde
Litle Britaine,1,litle britaine
Lo don bridge,1,lo don bridge
Lochdore Castle,1,lochdore castle
Logria,1,logria
Lollardes Towre,1,lollardes towre
London bridge,1,london bridge
Londoners,1,londoners
Loraine,1,loraine
Lordane,1,lordane
Loryne,1,loryne
Losecote field,1,losecote field
Loughleuen,1,loughleuen
Louiers,1,louiers
Louth,1,louth
Louthian,1,louthian
Loydes,1,loydes
Loyre,1,loyre
Lubardie,1,lubardie
Lucresse,1,lucresse
Ludlowe,1,ludlowe
Lugge riuer,1,lugge riuer
Luidsey,1,luidsey
Luthun,1,luthun
Luye riuer,1,luye riuer
Lychfield,1,lychfield
Lydford,1,lydford
Lyene,1,lyene
Lymene,1,lymene
Lyncea,1,lyncea
Lynne,1,lynne
Lysieux,1,lysieux
Lyth,1,lyth
Lyuel playne,1,lyuel playne
Macedonie,1,macedonie
Machaire Castle,1,machaire castle
Madan Caister,1,madan caister
Malasert Castle,1,malasert castle
Malebrough Castle,1,malebrough castle
Malesert Castle,1,malesert castle
Malmesburie Abbey,1,malmesburie abbey
Malta,1,malta
Maluoylim Castle,1,maluoylim castle
Manchester,1,manchester
Manus,1,manus
Mare Tyrrhenum,1,mare tyrrhenum
Marh,1,marh
Marishes,1,marishes
Mark,1,mark
Marke,1,marke
Marke Castle,1,marke castle
Marlbrough Castle,1,marlbrough castle
Marlebourgh Castle,1,marlebourgh castle
Marshall,1,marshall
Martan Nunrie,1,martan nunrie
Marton,1,marton
Maserfield,1,maserfield
Mategriffon Castle,1,mategriffon castle
Maudes Castle,1,maudes castle
Mauns,1,mauns
Maut,1,maut
Mawpasse,1,mawpasse
Maydstone,1,maydstone
Meall Castle,1,meall castle
Meatae,1,meatae
Meaue,1,meaue
Meaur,1,meaur
Meccia,1,meccia
Mecredesbourne,1,mecredesbourne
Medeway,1,medeway
Meeth,1,meeth
Meidhamsted Abbey,1,meidhamsted abbey
Meidhamstede,1,meidhamstede
Meidhamsteede,1,meidhamsteede
Meireuent Castle,1,meireuent castle
Melun,1,melun
Melune,1,melune
Meneford,1,meneford
Meneuia,1,meneuia
Meneuia Citie,1,meneuia citie
Menlane,1,menlane
Mentz,1,mentz
Merca,1,merca
Merci,1,merci
Mercians,1,mercians
Meriuale Abbey,1,meriuale abbey
Merne,1,merne
Mers,1,mers
Mersee riuer,1,mersee riuer
Mertia,1,mertia
Merton Abbey,1,merton abbey
Mesopotamia,1,mesopotamia
Messna Citie,1,messna citie
Methsen,1,methsen
Michelney,1,michelney
Michelsbourgh,1,michelsbourgh
Middelton,1,middelton
Middle Angles,1,middle angles
Mikilwonton,1,mikilwonton
Milan,1,milan
Milford hauen,1,milford hauen
Millans,1,millans
Milnal,1,milnal
Mineuia,1,mineuia
Mirabeau Castle,1,mirabeau castle
Miton,1,miton
Molmense,1,molmense
Momplaisir,1,momplaisir
Mon,1,mon
Mondidier,1,mondidier
Mons,1,mons
Monstreau,1,monstreau
Monstreaw,1,monstreaw
Mont Paladoure,1,mont paladoure
Mont. eagle,1,mont. eagle
Montargis,1,montargis
Montfort Castle,1,montfort castle
Monthault,1,monthault
Monumouth,1,monumouth
Morieune,1,morieune
Morleis,1,morleis
Morleys,1,morleys
Mortimer,1,mortimer
Mortlake,1,mortlake
Mount Alban,1,mount alban
Mount S. Michael,1,mount s. michael
Mount Saint Michaell Castle,1,mount saint michaell castle
Mount Sorrel Castle,1,mount sorrel castle
Mountferate,1,mountferate
Mountfort Castle,1,mountfort castle
Mountgomerie Castle,1,mountgomerie castle
Mountoy Castle,1,mountoy castle
Mountsorel Castle,1,mountsorel castle
Mountsorell Castle,1,mountsorell castle
Moutfourts,1,moutfourts
Mouyng Wood,1,mouyng wood
Mrton,1,mrton
Munmouth,1,munmouth
Murrey,1,murrey
Musklebrough,1,musklebrough
Mutterell,1,mutterell
Myeth,1,myeth
Mylford,1,mylford
Mònt Paladour,1,mònt paladour
Nambre,1,nambre
Namur,1,namur
Nantes,1,nantes
Nantwich,1,nantwich
Nauer,1,nauer
Naueret,1,naueret
Nauerre,1,nauerre
Nauertet,1,nauertet
Nazaleoy,1,nazaleoy
Nefle Castle,1,nefle castle
Neomagus,1,neomagus
Neuels crosse,1,neuels crosse
Neuil Crosse,1,neuil crosse
Neuils Crosse,1,neuils crosse
Neumerch,1,neumerch
New Forrest,1,new forrest
Newark,1,newark
Newbourgh,1,newbourgh
Newbourgh Abbey,1,newbourgh abbey
Newburgh,1,newburgh
Newburie Castle,1,newburie castle
Newburne Churh,1,newburne churh
Newcastle vpon Tyne,1,newcastle vpon tyne
Newehauen,1,newehauen
Newgate,1,newgate
Newmerch Castle,1,newmerch castle
Newmerche,1,newmerche
Nicastum,1,nicastum
Nichosia,1,nichosia
Nicomedia,1,nicomedia
Niemagus,1,niemagus
Nine Riuer,1,nine riuer
Norgate,1,norgate
Norhamto,1,norhamto
Norma die,1,norma die
Normadies,1,normadies
Normandyes,1,normandyes
Normanmandie,1,normanmandie
North Wales,1,north wales
North partes,1,north partes
Northam,1,northam
Northam Castle,1,northam castle
Northambers,1,northambers
Northampto,1,northampto
Northe,1,northe
Northe partes,1,northe partes
Northhampton,1,northhampton
Northren,1,northren
Northumber,1,northumber
Northumland,1,northumland
Northwarde,1,northwarde
Nortumberland,1,nortumberland
Norwich Abbey,1,norwich abbey
Norwiche Castle,1,norwiche castle
Norwih,1,norwih
Norwitch,1,norwitch
Nottingha,1,nottingha
Nouant Castle,1,nouant castle
Nouiomagus,1,nouiomagus
Nusse,1,nusse
Ocean,1,ocean
Offchurch,1,offchurch
Offeditch,1,offeditch
Offeld Manour,1,offeld manour
Okeford,1,okeford
Oriall Colledge,1,oriall colledge
Orkeney,1,orkeney
Orkenlis,1,orkenlis
Orkney,1,orkney
Orkney Iles,1,orkney iles
Orleans,1,orleans
Orlians,1,orlians
Orliaunce,1,orliaunce
Orreford,1,orreford
Orwell,1,orwell
Ossestrie,1,ossestrie
Ossory,1,ossory
Ostreham,1,ostreham
Oteford,1,oteford
Otford,1,otford
Otterbourn,1,otterbourn
Owse,1,owse
Oxeford,1,oxeford
Oxeholm,1,oxeholm
Oxenhale,1,oxenhale
Oxford Castle,1,oxford castle
Oxfordshyre,1,oxfordshyre
Paluel Castle,1,paluel castle
Pania,1,pania
Parthenay,1,parthenay
Paules Churche,1,paules churche
Paules steeple,1,paules steeple
Pauline Souday,1,pauline souday
Pauy,1,pauy
Pearche,1,pearche
Pegnalech Abbey,1,pegnalech abbey
Pemsey,1,pemsey
Pemsey Castle,1,pemsey castle
Penbrok,1,penbrok
Penbrooke,1,penbrooke
Penbrookshire,1,penbrookshire
Penenessey,1,penenessey
Penensey,1,penensey
Pennum,1,pennum
Pensey Castle,1,pensey castle
Pent,1,pent
Pente Riuer,1,pente riuer
Penwithstreete,1,penwithstreete
Perche,1,perche
Peterborrough,1,peterborrough
Petteham,1,petteham
Peuenessey,1,peuenessey
Phictow,1,phictow
Pictland,1,pictland
Piergort,1,piergort
Pightland,1,pightland
Pikering,1,pikering
Pisa,1,pisa
Plashye,1,plashye
Pleshey Castle,1,pleshey castle
Plimouth,1,plimouth
Poictiers,1,poictiers
Poicton,1,poicton
Poictouines,1,poictouines
Poiters,1,poiters
Poitiers,1,poitiers
Pole,1,pole
Pomfroc,1,pomfroc
Pont Meulan,1,pont meulan
Ponte de Larch,1,ponte de larch
Ponte de Larche,1,ponte de larche
Ponteandemer,1,ponteandemer
Pontfracte,1,pontfracte
Pontfret,1,pontfret
Ponthien,1,ponthien
Ponthieu,1,ponthieu
Ponthieul,1,ponthieul
Ponthoise,1,ponthoise
Ponthreu,1,ponthreu
Pontney,1,pontney
Pontorson,1,pontorson
Pontoyse,1,pontoyse
Poole,1,poole
Popes Court,1,popes court
Port Iaph,1,port iaph
Portemouth,1,portemouth
Porthland,1,porthland
Portugal,1,portugal
Portugall,1,portugall
Possesworth,1,possesworth
Potyers,1,potyers
Poulesworth,1,poulesworth
Pountney,1,pountney
Powike,1,powike
Powsey,1,powsey
Poyctiers,1,poyctiers
Poytiers,1,poytiers
Poyton,1,poyton
Preston,1,preston
Priuetesfloud,1,priuetesfloud
Prutzen,1,prutzen
Pugita,1,pugita
Pulcher Church,1,pulcher church
Pyreticum,1,pyreticum
Rad Pont,1,rad pont
Randealme,1,randealme
Ratcote bridge,1,ratcote bridge
Rauena,1,rauena
Rauenna,1,rauenna
Rauenspurre,1,rauenspurre
Reading Abbey,1,reading abbey
Reading Castle,1,reading castle
Red Crosse streete,1,red crosse streete
Redburne,1,redburne
Redcrossestreete,1,redcrossestreete
Redyng,1,redyng
Reimes,1,reimes
Reiualle,1,reiualle
Reme,1,reme
Remorintin Castle,1,remorintin castle
Rendal,1,rendal
Rendlesham,1,rendlesham
Rentish,1,rentish
Renues,1,renues
Rhine,1,rhine
Rial,1,rial
Richall,1,richall
Richar,1,richar
Richmote,1,richmote
Ricotte,1,ricotte
Riddesdale,1,riddesdale
Rie,1,rie
Rieule,1,rieule
Rigmere,1,rigmere
Riolle,1,riolle
Rion,1,rion
Ripingdon,1,ripingdon
Rippeley,1,rippeley
Rippon,1,rippon
Riual,1,riual
Roan Castle,1,roan castle
Roch Laberie,1,roch laberie
Roche Darsen,1,roche darsen
Rochefort,1,rochefort
Rochester Bridge,1,rochester bridge
Rochfort,1,rochfort
Rockesborough,1,rockesborough
Rockesburgh,1,rockesburgh
Rockingham,1,rockingham
Rockingham Castle,1,rockingham castle
Rokesburgh,1,rokesburgh
Rom,1,rom
Romance Empyre,1,romance empyre
Romane Courtes,1,romane courtes
Romane Empire,1,romane empire
Romes,1,romes
Roome,1,roome
Roscarocke,1,roscarocke
Rosse,1,rosse
Rothsy,1,rothsy
Roxborowe Castle,1,roxborowe castle
Roxbourgh,1,roxbourgh
Rud,1,rud
Runingsmede,1,runingsmede
Ruthan,1,ruthan
Ruthen,1,ruthen
Ruthlan Castle,1,ruthlan castle
Rutlad,1,rutlad
Rutlande,1,rutlande
Rutlandshyre,1,rutlandshyre
Rye,1,rye
Ryppon,1,ryppon
Ryuers,1,ryuers
S. Albanes,1,s. albanes
S. Albos,1,s. albos
S. Androwes,1,s. androwes
S. Assaph,1,s. assaph
S. Augustines,1,s. augustines
S. Augustines Monasterie,1,s. augustines monasterie
S. Disaph,1,s. disaph
S. Edmonsburie,1,s. edmonsburie
S. Giles,1,s. giles
S. Iames Cell,1,s. iames cell
S. Luce,1,s. luce
S. Michaels mount,1,s. michaels mount
S. Quintins,1,s. quintins
S. Seuces,1,s. seuces
Sable Baye,1,sable baye
Saffron Walden,1,saffron walden
Saint Agnes Churche,1,saint agnes churche
Saint Albanes Monasterie,1,saint albanes monasterie
Saint Albin,1,saint albin
Saint Albos,1,saint albos
Saint Albous,1,saint albous
Saint Andrewes Church,1,saint andrewes church
Saint Augustines,1,saint augustines
Saint Bartholmew,1,saint bartholmew
Saint Bartholmewes,1,saint bartholmewes
Saint Bartholomewes,1,saint bartholomewes
Saint Columbes,1,saint columbes
Saint Dauid,1,saint dauid
Saint Denise,1,saint denise
Saint Edmondes ditche,1,saint edmondes ditche
Saint Edmondesburie,1,saint edmondesburie
Saint Edmundesburie,1,saint edmundesburie
Saint Germaine in Lay,1,saint germaine in lay
Saint Germans,1,saint germans
Saint Iohns of Ierusalem,1,saint iohns of ierusalem
Saint Martins Churche,1,saint martins churche
Saint Martins Sanctuarie,1,saint martins sanctuarie
Saint Michael,1,saint michael
Saint Michaels College,1,saint michaels college
Saint Nynian,1,saint nynian
Saint Paule,1,saint paule
Saint Paules Church,1,saint paules church
Saint Peters Churche,1,saint peters churche
Saint Petrokes Abbey,1,saint petrokes abbey
Saint Prarede,1,saint prarede
Saint Quintines,1,saint quintines
Saint Valeries Towne,1,saint valeries towne
Sainte Andrewes Church,1,sainte andrewes church
Sainte Andrews,1,sainte andrews
Sainte Andrews Abbey,1,sainte andrews abbey
Sainte Balters,1,sainte balters
Sainte Benets,1,sainte benets
Sainte Dauid,1,sainte dauid
Sainte Edmondes,1,sainte edmondes
Sainte Edmondesburie,1,sainte edmondesburie
Sainte Edmonds Church,1,sainte edmonds church
Sainte Iohns Hospitall,1,sainte iohns hospitall
Sainte Mary Hall,1,sainte mary hall
Sainte Ordulfes Monasterie,1,sainte ordulfes monasterie
Sainte Paules,1,sainte paules
Sainte Quintins,1,sainte quintins
Sainte albans,1,sainte albans
Saltwood,1,saltwood
Saltwood Castle,1,saltwood castle
Sandall,1,sandall
Sandiforde,1,sandiforde
Sangate,1,sangate
Sant Edmonsbury,1,sant edmonsbury
Sardica,1,sardica
Sarisburie,1,sarisburie
Sarisbury,1,sarisbury
Sawmer,1,sawmer
Saxon,1,saxon
Saxton,1,saxton
Saxton fielde,1,saxton fielde
Scarborrough,1,scarborrough
Scarburgh,1,scarburgh
Sceorstan,1,sceorstan
Scorasta,1,scorasta
Scorastan,1,scorastan
Scotlan,1,scotlan
Scotlands,1,scotlands
Seales,1,seales
Secandon,1,secandon
Secandone,1,secandone
Selwood,1,selwood
Sempringham,1,sempringham
Senlis,1,senlis
Seolesew Abbey,1,seolesew abbey
Seuern,1,seuern
Seyne,1,seyne
Shafteburie,1,shafteburie
Shaftesbury,1,shaftesbury
Shatesburye,1,shatesburye
Shaxton field,1,shaxton field
Sheene,1,sheene
Shene,1,shene
Shepfield,1,shepfield
Shepie,1,shepie
Sherifehuton Castle,1,sherifehuton castle
Sheriffehuton,1,sheriffehuton
Sheriffehuton Castle,1,sheriffehuton castle
Sherifhuton,1,sherifhuton
Sherifhuton castle,1,sherifhuton castle
Sherriffe huton Castell,1,sherriffe huton castell
Shipbroke,1,shipbroke
Shirbourne,1,shirbourne
Shireborn,1,shireborn
Shireborne,1,shireborne
Shireboure,1,shireboure
Shireburne,1,shireburne
Shirewood,1,shirewood
Shoreham,1,shoreham
Shorwsburye,1,shorwsburye
Shreburue,1,shreburue
Shrewesburie,1,shrewesburie
Shrewesbury,1,shrewesbury
Shrewsbery,1,shrewsbery
Shropshire,1,shropshire
Shrowsbury,1,shrowsbury
Shyreburne,1,shyreburne
Sitomagus,1,sitomagus
Skarborough,1,skarborough
Slauonie,1,slauonie
Sleforde,1,sleforde
Sluce,1,sluce
Smithfild,1,smithfild
Snowden,1,snowden
Snowdune,1,snowdune
Soing,1,soing
Solem Mosse,1,solem mosse
Someret,1,someret
Someretshire,1,someretshire
Somersethire,1,somersethire
Sommerton,1,sommerton
Sonne,1,sonne
South,1,south
South Saxons,1,south saxons
South Wales,1,south wales
Southapton,1,southapton
Southerie,1,southerie
Southrey,1,southrey
Southwark,1,southwark
Southwarke,1,southwarke
Southwell,1,southwell
Southwike,1,southwike
Sowdrey,1,sowdrey
Spains,1,spains
Spalding,1,spalding
Spurres,1,spurres
Stafford,1,stafford
Stafford shyre,1,stafford shyre
Stafforde,1,stafforde
Stamford Castell,1,stamford castell
Standford,1,standford
Standforde bridge,1,standforde bridge
Stanehorre,1,stanehorre
Stanhope,1,stanhope
Sterdesburie,1,sterdesburie
Sterling Castell,1,sterling castell
Stiermacke,1,stiermacke
Stiermarke,1,stiermarke
Stiliard,1,stiliard
Stirpiney Castell,1,stirpiney castell
Stoke field,1,stoke field
Stone Abbey,1,stone abbey
Stonheng,1,stonheng
Stonie Stratforde,1,stonie stratforde
Stony Stratford,1,stony stratford
Store,1,store
Stradluid,1,stradluid
Stregell,1,stregell
Streneshall,1,streneshall
Striguile,1,striguile
Striuelin,1,striuelin
Struguile,1,struguile
Sture,1,sture
Sture riuer,1,sture riuer
Stutesburie,1,stutesburie
Suale,1,suale
Sudburie hill,1,sudburie hill
Suffer,1,suffer
Suffolkes,1,suffolkes
Swaben,1,swaben
Swainwicke,1,swainwicke
Swanewick,1,swanewick
Swineshed Abbey,1,swineshed abbey
Syon,1,syon
Tadcaster,1,tadcaster
Tamer,1,tamer
Tamer Riuer,1,tamer riuer
Tamworth,1,tamworth
Taner,1,taner
Tarensasia,1,tarensasia
Tarsus,1,tarsus
Tay,1,tay
Temnesford,1,temnesford
Tenerchbray Castel,1,tenerchbray castel
Tenet,1,tenet
Tenham,1,tenham
Terrouan,1,terrouan
Terwin,1,terwin
Terwyn,1,terwyn
Teuide,1,teuide
Teukesburie,1,teukesburie
Teukesbury,1,teukesbury
Thamworth,1,thamworth
Theadford,1,theadford
Theater,1,theater
Theime,1,theime
Theisedale,1,theisedale
Thester,1,thester
Thetfoord,1,thetfoord
Thetforde,1,thetforde
Thirasse,1,thirasse
Tholouze,1,tholouze
Thorney Abbey,1,thorney abbey
Tickhill Castell,1,tickhill castell
Tileburg,1,tileburg
Tiley Abbey,1,tiley abbey
Tilwall,1,tilwall
Tinemouth,1,tinemouth
Tinmouth Castell,1,tinmouth castell
Tinningha,1,tinningha
Tiptre,1,tiptre
