person_name,count,normalised_key
Aldredus,1,aldredus
Aldulfe,1,aldulfe
Aldulte,1,aldulte
Aldwine,1,aldwine
Aldwolfe,1,aldwolfe
Aldwyne,1,aldwyne
Alered,1,alered
Aleria,1,aleria
Alewine,1,alewine
Alexander Neuil,1,alexander neuil
Alferd,1,alferd
Alfled,1,alfled
Alfrede,1,alfrede
Alfrikes,1,alfrikes
Alice Perers,1,alice perers
Alize,1,alize
Almaricus,1,almaricus
Alphouse,1,alphouse
Alrick,1,alrick
Alsd,1,alsd
Alselme,1,alselme
Alsled,1,alsled
Alstane,1,alstane
Alswalde,1,alswalde
Alswine,1,alswine
Alswold,1,alswold
Alswyn,1,alswyn
Alure,1,alure
Alurede,1,alurede
Aluredes,1,aluredes
Alwine,1,alwine
Alwynne,1,alwynne
Amerie de Pauie,1,amerie de pauie
Ammianus Marcellinus,1,ammianus marcellinus
Ammond,1,ammond
Amphibulus,1,amphibulus
Amphitrita,1,amphitrita
Anabaptistes,1,anabaptistes
Anacletus,1,anacletus
Anastasius,1,anastasius
Anatholius,1,anatholius
Andates,1,andates
Andragatius,1,andragatius
Andrew Harcley,1,andrew harcley
Andrew Trollop,1,andrew trollop
Andromache,1,andromache
Anelina,1,anelina
Angus,1,angus
Anlafe,1,anlafe
Anne Bolongne,1,anne bolongne
Anne Bulleyne,1,anne bulleyne
Anne de la Poole,1,anne de la poole
Anne of Cleue,1,anne of cleue
Ansoline,1,ansoline
Anteus,1,anteus
Anthonie,1,anthonie
Anthonie Wooduile,1,anthonie wooduile
Anthony Bek,1,anthony bek
Antigonus,1,antigonus
Antony Browne,1,antony browne
Antony Woduile,1,antony woduile
Aqutia,1,aqutia
Arbogastes,1,arbogastes
Archilochus,1,archilochus
Arden,1,arden
Ardulf,1,ardulf
Ardult,1,ardult
Ardune,1,ardune
Areani,1,areani
Aristotle,1,aristotle
Arlet,1,arlet
Armager,1,armager
Armeny,1,armeny
Armetrida,1,armetrida
Armeus,1,armeus
Arnault Nicholas,1,arnault nicholas
Arnold Butlar,1,arnold butlar
Arnold Dandreghen,1,arnold dandreghen
Arnold Monteiny,1,arnold monteiny
Arnulf,1,arnulf
Arnulfe,1,arnulfe
Arraine Therle,1,arraine therle
Arsacide,1,arsacide
Arthures,1,arthures
Artogail,1,artogail
Arundel Humfrey,1,arundel humfrey
Aselme,1,aselme
Ashbert,1,ashbert
Aske Robert,1,aske robert
Askewe Anne,1,askewe anne
Assaracus,1,assaracus
Asserius Meneuensis,1,asserius meneuensis
Asteley Iohn,1,asteley iohn
Astoulfe de S. Hillarie,1,astoulfe de s. hillarie
Astwood Thomas,1,astwood thomas
Athanasius,1,athanasius
Athelilan,1,athelilan
Athelmare,1,athelmare
Athelstan,1,athelstan
Athelwoolfe,1,athelwoolfe
Atlas Maurus,1,atlas maurus
Attacotti,1,attacotti
Aubemerle,1,aubemerle
Aubrey de Veer,1,aubrey de veer
Audeley Thomas,1,audeley thomas
Audley Iames,1,audley iames
Auelina,1,auelina
Auesia,1,auesia
Augie,1,augie
Augustines,1,augustines
Aulafus,1,aulafus
Aulefe,1,aulefe
Aulus Atticus,1,aulus atticus
Aulus Didius,1,aulus didius
Aurelius Canonus,1,aurelius canonus
Aurelius Cnaus,1,aurelius cnaus
Authune,1,authune
Awbrey Veer,1,awbrey veer
Aylewin,1,aylewin
Baffus,1,baffus
Bailleuile Focelin,1,bailleuile focelin
Baldwine,1,baldwine
Baldwins,1,baldwins
Baldwyne,1,baldwyne
Bale,1,bale
Balences,1,balences
Baliol hugh,1,baliol hugh
Balliolle Bernard,1,balliolle bernard
Balwin,1,balwin
Barbe Noir,1,barbe noir
Barbitus,1,barbitus
Bardolfe,1,bardolfe
Bardolph Hugh,1,bardolph hugh
Barkeley,1,barkeley
Barkeley Maurice,1,barkeley maurice
Barkeley Wylliam,1,barkeley wylliam
Barkesen,1,barkesen
Barley Wylliam,1,barley wylliam
Barlow,1,barlow
Barnard Herbe,1,barnard herbe
Barners,1,barners
Barnes Wylliam,1,barnes wylliam
Barney Kenelme,1,barney kenelme
Barons,1,barons
Barres William,1,barres william
Bartham Antwisell,1,bartham antwisell
Bartholomew,1,bartholomew
Barton Elizabeth,1,barton elizabeth
Basclenses,1,basclenses
Basesenses,1,basesenses
Bastard of Bourbon,1,bastard of bourbon
Bauan Stephen,1,bauan stephen
Baynam Alexander,1,baynam alexander
Bearn,1,bearn
Beatrite,1,beatrite
Beatrix,1,beatrix
Beauchampe Wylliam,1,beauchampe wylliam
Beauclerke,1,beauclerke
Beaumot,1,beaumot
Beauoyes,1,beauoyes
Beauuoys,1,beauuoys
Beche Iohn,1,beche iohn
Becker Thomas,1,becker thomas
Becket Tho.,1,becket tho.
Beckets,1,beckets
Beinus,1,beinus
Belknap,1,belknap
Benbridge,1,benbridge
Benedict,1,benedict
Benet,1,benet
Beorcham,1,beorcham
Bere Richard,1,bere richard
Berengaria,1,berengaria
Beretgiles,1,beretgiles
Bericus,1,bericus
Bernard,1,bernard
Bernegus,1,bernegus
Bernred,1,bernred
Bernulfe,1,bernulfe
Bernwine,1,bernwine
Bernwolfe,1,bernwolfe
Berthfride,1,berthfride
Berthune,1,berthune
Bertrain de Cleaquin,1,bertrain de cleaquin
Bertwald,1,bertwald
Beubrick,1,beubrick
Beuerley Iohn,1,beuerley iohn
Beumount Rafe,1,beumount rafe
Bewchamp,1,bewchamp
Bickncle Iohn,1,bickncle iohn
Biez,1,biez
Bigod Rafe,1,bigod rafe
Bigod William,1,bigod william
Bintre William,1,bintre william
Blackney William,1,blackney william
Blauke,1,blauke
Blaunche,1,blaunche
Blecca,1,blecca
Blengente,1,blengente
Bleothgent,1,bleothgent
Bleugent,1,bleugent
Blewberde,1,blewberde
Blorehatha,1,blorehatha
Bluet Robert,1,bluet robert
Blunt William,1,blunt william
Boallogie,1,boallogie
Bodinus,1,bodinus
Bodumni,1,bodumni
Boetius Hector,1,boetius hector
Bohom,1,bohom
Bohun Iohn,1,bohun iohn
Bohun Randulfe,1,bohun randulfe
Boiac Almiramumoli,1,boiac almiramumoli
Boinren,1,boinren
Bokingham Iohn,1,bokingham iohn
Bolton,1,bolton
Boniface de Sauoy,1,boniface de sauoy
Bonner,1,bonner
Bonuille,1,bonuille
Boucher Iohn,1,boucher iohn
Bouchier Henry,1,bouchier henry
Bouchier Thomas,1,bouchier thomas
Bouencort Peter,1,bouencort peter
Boulbeck Isabel,1,boulbeck isabel
Boun Humfrey,1,boun humfrey
Bourcher,1,bourcher
Bourne,1,bourne
Bowes Rafe,1,bowes rafe
Bowes Robert,1,bowes robert
Brandon Henry,1,brandon henry
Bray Renold,1,bray renold
Bray Reynold,1,bray reynold
Breause William,1,breause william
Brendholme Edmunde,1,brendholme edmunde
Brenne Iohn,1,brenne iohn
Brent Fulks,1,brent fulks
Brereton,1,brereton
Breton Iohn,1,breton iohn
Breuse Lady,1,breuse lady
Brian Stanford,1,brian stanford
Bridges Agnes,1,bridges agnes
Brigantes,1,brigantes
Brighthelme,1,brighthelme
Brightwold,1,brightwold
Brightwolde,1,brightwolde
Brightwoulf,1,brightwoulf
Brinchilde,1,brinchilde
Brinus,1,brinus
Britael,1,britael
Britaigne Richard,1,britaigne richard
Britannicus,1,britannicus
Britherike,1,britherike
Britonant,1,britonant
Broc Philip,1,broc philip
Broc Randall,1,broc randall
Broc Randulfe,1,broc randulfe
Broc Ranulph,1,broc ranulph
Broc Raynulfe,1,broc raynulfe
Broc Roger,1,broc roger
Brocmael,1,brocmael
Bromierd Philip,1,bromierd philip
Brooke,1,brooke
Brooke Iohn,1,brooke iohn
Brough Hubert,1,brough hubert
Bruce,1,bruce
Bruces,1,bruces
Brudus,1,brudus
Brumpton Wylli,1,brumpton wylli
Brunan,1,brunan
Brute Greeneshed,1,brute greeneshed
Brute Greenesheild,1,brute greenesheild
Brute Greenishield,1,brute greenishield
Bryghtrick,1,bryghtrick
Bucke Iohn,1,bucke iohn
Buckenburne Robert,1,buckenburne robert
Bulleyne Anne,1,bulleyne anne
Bullocke Martin,1,bullocke martin
Bulmer Iohn,1,bulmer iohn
Buly,1,buly
Bunduica,1,bunduica
Burcher Peter,1,burcher peter
Burchred,1,burchred
Burdet,1,burdet
Buren,1,buren
Burgenild,1,burgenild
Burgh,1,burgh
Burleigh,1,burleigh
Bussey Iordaine,1,bussey iordaine
Bussey Roger,1,bussey roger
Butler Piers,1,butler piers
Buyris,1,buyris
Bylney Arthur,1,bylney arthur
Caboto Sebastian,1,caboto sebastian
Cad wan,1,cad wan
Cade,1,cade
Cadwallan,1,cadwallan
Cadwalline,1,cadwalline
Cadwane,1,cadwane
Caius Plautius,1,caius plautius
Caius Trebonius,1,caius trebonius
Caius Volusenus,1,caius volusenus
Calabre,1,calabre
Calphurmus Agricola,1,calphurmus agricola
Camelgaret,1,camelgaret
Campheius Laurence,1,campheius laurence
Camuille Gerard,1,camuille gerard
Camuisse Richard,1,camuisse richard
Canute,1,canute
Caorsini,1,caorsini
Caradoc Lancarnanensis,1,caradoc lancarnanensis
Caransius,1,caransius
Cardinal,1,cardinal
Cardinall,1,cardinall
Cardinall Poole,1,cardinall poole
Caretius,1,caretius
Carew,1,carew
Carew Gawen,1,carew gawen
Carew Iohn,1,carew iohn
Carew Peter,1,carew peter
Carewe Nicholas,1,carewe nicholas
Carlot,1,carlot
Carow Edmude,1,carow edmude
Carton,1,carton
Cary George,1,cary george
Cary Henry,1,cary henry
Casinare,1,casinare
Cassander,1,cassander
Cassibellanus,1,cassibellanus
Cassibelsane,1,cassibelsane
Castalio Balthasar,1,castalio balthasar
Cataracus,1,cataracus
Cataratacus,1,cataratacus
Catera,1,catera
Catesby Willyam,1,catesby willyam
Catherine,1,catherine
Catherine Swinfordes,1,catherine swinfordes
Catuellani,1,catuellani
Caxton,1,caxton
Caxtons,1,caxtons
Cay,1,cay
Cearlus,1,cearlus
Ceauline,1,ceauline
Ceaulinus,1,ceaulinus
Cedferth,1,cedferth
Cellach,1,cellach
Celling William,1,celling william
Celricus,1,celricus
Celwalch,1,celwalch
Cenulfe,1,cenulfe
Ceolnulfe,1,ceolnulfe
Ceoloulph,1,ceoloulph
Ceolrick,1,ceolrick
Ceorle,1,ceorle
Ceorlus,1,ceorlus
Ceouulf,1,ceouulf
Ceowuif,1,ceowuif
Cesars,1,cesars
Cetwyne,1,cetwyne
Cewolfe,1,cewolfe
Chabor Wylliam,1,chabor wylliam
Chamber Iohn,1,chamber iohn
Champagne,1,champagne
Chandew,1,chandew
Chandos,1,chandos
Charles Brandon,1,charles brandon
Charles Iames,1,charles iames
Charles Le Simple,1,charles le simple
Charles Le Symple,1,charles le symple
Charles Somerset,1,charles somerset
Charleton Richard,1,charleton richard
Charmey,1,charmey
Charnelles,1,charnelles
Chastillon,1,chastillon
Chauling,1,chauling
Chealred,1,chealred
Cheeke Iohn,1,cheeke iohn
Cheney,1,cheney
Chenwald,1,chenwald
Cheribert,1,cheribert
Cheribret,1,cheribret
Chesterby Philip,1,chesterby philip
Cheuting,1,cheuting
Cheyney Frances,1,cheyney frances
Cheyney Henry,1,cheyney henry
Cheyney Iohn,1,cheyney iohn
Chorthmond,1,chorthmond
Christerne,1,christerne
Christianus,1,christianus
Christias,1,christias
Christierne,1,christierne
Christin,1,christin
Christofer Seton,1,christofer seton
Christopher Vrswide,1,christopher vrswide
Churles,1,churles
Ciarlus,1,ciarlus
Cicely,1,cicely
Cicero,1,cicero
Cicile,1,cicile
Cied Wylliam,1,cied wylliam
Cimbeline,1,cimbeline
Cimbil,1,cimbil
Cimburgh,1,cimburgh
Cimisse,1,cimisse
Cinegiseus,1,cinegiseus
Cinewulfus,1,cinewulfus
Cingetorir,1,cingetorir
Cinuise,1,cinuise
Cissa,1,cissa
Ciuilis,1,ciuilis
Clandius,1,clandius
Clare Richard,1,clare richard
Clarenbald,1,clarenbald
Claudianus,1,claudianus
Cleander,1,cleander
Clere Matthew,1,clere matthew
Clifford Henry,1,clifford henry
Clifford Robert,1,clifford robert
Clinton Geffrey,1,clinton geffrey
Cloten,1,cloten
Clotenus,1,clotenus
Cneus Trebellius,1,cneus trebellius
Cnut,1,cnut
Cnutes,1,cnutes
Cnuto,1,cnuto
Cocke,1,cocke
Coelred,1,coelred
Cogheshal Raufe,1,cogheshal raufe
Cogidune,1,cogidune
Coiff,1,coiff
Cole Moore,1,cole moore
Coleuille Philip,1,coleuille philip
Colgrime,1,colgrime
Colingborne,1,colingborne
Collingham William,1,collingham william
Colwolphus,1,colwolphus
Compton Henry,1,compton henry
Conanus,1,conanus
Condhere,1,condhere
Congreshall,1,congreshall
Cono,1,cono
Conrade,1,conrade
Constable Robert,1,constable robert
Constantia Posthumia,1,constantia posthumia
Constantines,1,constantines
Contibald,1,contibald
Conyers,1,conyers
Corbert Richard,1,corbert richard
Corddilla,1,corddilla
Cordes,1,cordes
Corinbratus,1,corinbratus
Cornewall,1,cornewall
Cornwall,1,cornwall
Corpwald,1,corpwald
Costantinus Capronimos,1,costantinus capronimos
Costantinus Pagonatus,1,costantinus pagonatus
Costie,1,costie
Coucie,1,coucie
Coucy,1,coucy
Courteney,1,courteney
Courtney,1,courtney
Courtney Henry,1,courtney henry
Courtney Walter,1,courtney walter
Courtney William,1,courtney william
Coynstance,1,coynstance
Cressenor,1,cressenor
Crispine,1,crispine
Crispus,1,crispus
Cromwel,1,cromwel
Cualo,1,cualo
Cuate,1,cuate
Cudwallo,1,cudwallo
Culpepper Thomas,1,culpepper thomas
Cumbald,1,cumbald
Cumbra,1,cumbra
Cunidagus,1,cunidagus
Curcie,1,curcie
Curcy,1,curcy
Curson Robert,1,curson robert
Cutbert,1,cutbert
Cutha,1,cutha
Cutwine,1,cutwine
Cutwyn,1,cutwyn
Cuuidag,1,cuuidag
Cynobellinus,1,cynobellinus
Cynobellitius,1,cynobellitius
Dacres Leonard,1,dacres leonard
Dacres Thomas,1,dacres thomas
Dakers,1,dakers
Dalbrets,1,dalbrets
Dale,1,dale
Damsanus,1,damsanus
Danbeney William,1,danbeney william
Danebalt,1,danebalt
Danebault,1,danebault
Daneth Sumo,1,daneth sumo
Daniel Iohn,1,daniel iohn
Daniell,1,daniell
Danish,1,danish
Danishe,1,danishe
Dannus,1,dannus
Danus,1,danus
Darcie Thomas,1,darcie thomas
Darcy,1,darcy
Darcy Thomas,1,darcy thomas
Darley,1,darley
Daubency Giles,1,daubency giles
Daubeney,1,daubeney
Daubeney Bernard,1,daubeney bernard
Dauenes Iames,1,dauenes iames
Daui Hall,1,daui hall
Dauid Bruce,1,dauid bruce
Dauid De,1,dauid de
Dauid Floid,1,dauid floid
Dauid Thomas,1,dauid thomas
Dauid ap Owen,1,dauid ap owen
Dauid ap William,1,dauid ap william
Day Iohn,1,day iohn
De la Poole Iohn,1,de la poole iohn
De la Poole Richard,1,de la poole richard
Deane Henry,1,deane henry
Delapole,1,delapole
Delapoole,1,delapoole
Delapoole William,1,delapoole william
Delberk,1,delberk
Denebertus,1,denebertus
Dercy,1,dercy
Dereman,1,dereman
Dermeth,1,dermeth
Deuereur Walter,1,deuereur walter
Deuerour Walter,1,deuerour walter
Deuonshyre,1,deuonshyre
Die,1,die
Digby,1,digby
Dinham,1,dinham
Dioclesanus,1,dioclesanus
Dioclesian,1,dioclesian
Dioclesians,1,dioclesians
Diocleslanus,1,diocleslanus
Diodorus Siculus,1,diodorus siculus
Dion Csues,1,dion csues
Dionethus,1,dionethus
Dionoth,1,dionoth
Dionothus,1,dionothus
Dis,1,dis
Diuma,1,diuma
Dolpine,1,dolpine
Domicianus Nero,1,domicianus nero
Domitianus Nero,1,domitianus nero
Donaus,1,donaus
Donebant,1,donebant
Donwald,1,donwald
Dorobern,1,dorobern
Doulf,1,doulf
Dowyll Walter,1,dowyll walter
Drues,1,drues
Druis,1,druis
Dryus,1,dryus
Du ston,1,du ston
Dubley Ambrose,1,dubley ambrose
Duches of Burgoigne,1,duches of burgoigne
Dudda,1,dudda
Dudley Edmond,1,dudley edmond
Dudley Guilford,1,dudley guilford
Dudley Henry,1,dudley henry
Dudley Robert,1,dudley robert
Duffuall,1,duffuall
Duke Fitzempresse,1,duke fitzempresse
Duke Willia,1,duke willia
Duke of Albany,1,duke of albany
Duke of Aumerle,1,duke of aumerle
Duke of Bedford,1,duke of bedford
Duke of Britaine,1,duke of britaine
Duke of Clarence,1,duke of clarence
Duke of Erceter,1,duke of erceter
Duke of Somerset,1,duke of somerset
Dulcinus,1,dulcinus
Duncane,1,duncane
Duneane,1,duneane
Dunmayles,1,dunmayles
Dunstane,1,dunstane
Dunstanes,1,dunstanes
Dunwallo mulmucius,1,dunwallo mulmucius
Duras,1,duras
Durbritius,1,durbritius
Durham Frances,1,durham frances
Dusnalde,1,dusnalde
Dustan,1,dustan
Eadbectus,1,eadbectus
Eadfride,1,eadfride
Eadsride,1,eadsride
Earconbert,1,earconbert
Earconberte,1,earconberte
Earcopbert,1,earcopbert
Eardulf,1,eardulf
Earle of Leycester,1,earle of leycester
Earle of S. Poll,1,earle of s. poll
Earle of Salisburie,1,earle of salisburie
Eartongatha,1,eartongatha
Eastangles,1,eastangles
Easterlings,1,easterlings
Eaubald,1,eaubald
Eausled,1,eausled
Eaustantius,1,eaustantius
Ebrancke,1,ebrancke
Ecgeid,1,ecgeid
Ecguine,1,ecguine
Ecoired,1,ecoired
Edburge,1,edburge
Edelbert,1,edelbert
Edelburgh,1,edelburgh
Edelfers,1,edelfers
Edelfred,1,edelfred
Edelwyn,1,edelwyn
Ederick de Streona,1,ederick de streona
Edethere,1,edethere
Edeulf,1,edeulf
Edgars,1,edgars
Edgecombe Richard,1,edgecombe richard
Edgecomle Peter,1,edgecomle peter
Edginaes,1,edginaes
Edhirick,1,edhirick
Edilwalke,1,edilwalke
Edilwold,1,edilwold
Ediricke de Streona,1,ediricke de streona
Editah,1,editah
Edith,1,edith
Edmetus,1,edmetus
Edmond Courney,1,edmond courney
Edmond Howard,1,edmond howard
Edmond Iroside,1,edmond iroside
Edmond Shaa,1,edmond shaa
Edmond hampden,1,edmond hampden
Edmond thortimer,1,edmond thortimer
Edmonde Ironside,1,edmonde ironside
Edmund Mortimer,1,edmund mortimer
Edreon,1,edreon
Edrick Siluaticus,1,edrick siluaticus
Edrick de Streonas,1,edrick de streonas
Edrieus,1,edrieus
Edrik Syluaticus,1,edrik syluaticus
Edrike Siluaticus,1,edrike siluaticus
Edrodus,1,edrodus
Edsinus,1,edsinus
Eduke Siluticus,1,eduke siluticus
Edulfe,1,edulfe
Edurus,1,edurus
Edward Bailol,1,edward bailol
Edward Balliol,1,edward balliol
Edward Bruce,1,edward bruce
Edward Howard,1,edward howard
Edward Lord VVoduile,1,edward lord vvoduile
Edward Plantagenet,1,edward plantagenet
Edward Poinings,1,edward poinings
Edward Stafford,1,edward stafford
Edward Stanley,1,edward stanley
Edward Winaduile,1,edward winaduile
Edward the fourth,1,edward the fourth
Edwarde Dudley,1,edwarde dudley
Edwarde Howard,1,edwarde howard
Edwarde the fourth,1,edwarde the fourth
Edwards,1,edwards
Edwardus Fortunatus,1,edwardus fortunatus
Egberte,1,egberte
Egekedus,1,egekedus
Egeleedus,1,egeleedus
Egelfred,1,egelfred
Egelre dus,1,egelre dus
Egelred,1,egelred
Egelredes,1,egelredes
Egelsine,1,egelsine
Egelson,1,egelson
Egelum,1,egelum
Egelwine,1,egelwine
Egelwinus,1,egelwinus
Egerledus,1,egerledus
Egherre,1,egherre
Egremont Iohn,1,egremont iohn
Eirene,1,eirene
Eirine,1,eirine
Eistan,1,eistan
Eistanes,1,eistanes
Elamius,1,elamius
Eldade,1,eldade
Eleuinus,1,eleuinus
Eleuthenus,1,eleuthenus
Eleutherius,1,eleutherius
Elfheagus,1,elfheagus
Elfleda,1,elfleda
Elfricke,1,elfricke
Elfrida,1,elfrida
Elinor,1,elinor
Elinor Cobham,1,elinor cobham
Elinor Mountfort,1,elinor mountfort
Eliot Thomas,1,eliot thomas
Elisings,1,elisings
Eliunge,1,eliunge
Elizabeth Gray,1,elizabeth gray
Elizabeth Grey,1,elizabeth grey
Elizabeth Lucy,1,elizabeth lucy
Elleo,1,elleo
Ellerker Raufe,1,ellerker raufe
Elles,1,elles
Elnothus,1,elnothus
Elsung,1,elsung
Elswen,1,elswen
Emanuell Philibert,1,emanuell philibert
Emery Mountfort,1,emery mountfort
Emmae,1,emmae
Emperour,1,emperour
Empsian Thomas,1,empsian thomas
Empsten Richard,1,empsten richard
Englishe,1,englishe
Enmerus,1,enmerus
Enromium Emme,1,enromium emme
Enus,1,enus
Enwoulfe,1,enwoulfe
Eolwils,1,eolwils
Eopa,1,eopa
Erasmus,1,erasmus
Erchenwin,1,erchenwin
Erchenwine,1,erchenwine
Erchenwyn,1,erchenwyn
Erghom Iohn,1,erghom iohn
Erickes,1,erickes
Erkeawald,1,erkeawald
Erkenwald,1,erkenwald
Erlotus,1,erlotus
Ermenfred,1,ermenfred
Ermengard,1,ermengard
Ermengarde,1,ermengarde
Ermenredus,1,ermenredus
Ermew,1,ermew
Ermnredus,1,ermnredus
Ernulfus,1,ernulfus
Erocus,1,erocus
Erpwald,1,erpwald
Esay,1,esay
Esketel,1,esketel
Esoder,1,esoder
Espeake Walter,1,espeake walter
Espeke,1,espeke
Essenge,1,essenge
Essex,1,essex
Esterlings,1,esterlings
Estoutuill Robert,1,estoutuill robert
Estrilo,1,estrilo
Ete,1,ete
Ethaultus,1,ethaultus
Ethe fleda,1,ethe fleda
Ethelberte,1,ethelberte
Ethelbuldus,1,ethelbuldus
Ethelfledas,1,ethelfledas
Ethelfred,1,ethelfred
Ethelgera,1,ethelgera
Ethelgina,1,ethelgina
Ethelhet,1,ethelhet
Ethelmere,1,ethelmere
Ethelwitha,1,ethelwitha
Ethelwolf,1,ethelwolf
Ethelwoulfus,1,ethelwoulfus
Etherius,1,etherius
Etwold,1,etwold
Euauius,1,euauius
Eudo,1,eudo
Euers Rafe,1,euers rafe
Euguexane Chastillone de Trye,1,euguexane chastillone de trye
Euille Iohn,1,euille iohn
Eunbert,1,eunbert
Eustace Marwell,1,eustace marwell
Eustace de Ribamot,1,eustace de ribamot
Eustace de Vesey,1,eustace de vesey
Eustace de Vestye,1,eustace de vestye
Eutropius,1,eutropius
Eylmer,1,eylmer
Fabian Robert,1,fabian robert
Feader,1,feader
Felixa Burgunian,1,felixa burgunian
Felton Iohn,1,felton iohn
Ferdinand,1,ferdinand
Ferdinando,1,ferdinando
Ferdomachus,1,ferdomachus
Ferentine Iohn,1,ferentine iohn
Ferrers George,1,ferrers george
Ferreys Robert,1,ferreys robert
Ferreys William,1,ferreys william
Feryngdon,1,feryngdon
Fetherston,1,fetherston
Fetherston William,1,fetherston william
Finan,1,finan
Finch Thomas,1,finch thomas
Fines Ingram,1,fines ingram
Fines Thomas,1,fines thomas
Finnan,1,finnan
Fits Garett Thomas,1,fits garett thomas
Fits Roy Henry,1,fits roy henry
Fits Williams Willia,1,fits williams willia
Fitz Alain William,1,fitz alain william
Fitz Aldeline William,1,fitz aldeline william
Fitz Baldrick Hugh,1,fitz baldrick hugh
Fitz Bernard Thomas,1,fitz bernard thomas
Fitz Bernhard Robert,1,fitz bernhard robert
Fitz Hamon Robert,1,fitz hamon robert
Fitz Hugh,1,fitz hugh
Fitz Iames Richard,1,fitz iames richard
Fitz Iocelyne Reginald,1,fitz iocelyne reginald
Fitz Miles Roger,1,fitz miles roger
Fitz Miles walter,1,fitz miles walter
Fitz Osberne Willia,1,fitz osberne willia
Fitz Osbert,1,fitz osbert
Fitz Osoert William,1,fitz osoert william
Fitz Peter,1,fitz peter
Fitz Radulfe William,1,fitz radulfe william
Fitz Roy Henry,1,fitz roy henry
Fitz Scrope Richard,1,fitz scrope richard
Fitz Vrse Reignold,1,fitz vrse reignold
Fitz Walter,1,fitz walter
Fitz Williams Willia,1,fitz williams willia
Fitz waren,1,fitz waren
Fitzaldelme William,1,fitzaldelme william
Fitzbarhard Robert,1,fitzbarhard robert
Fitziames,1,fitziames
Fitzvize Richard,1,fitzvize richard
Fitzwaters,1,fitzwaters
Fitzwilliams William,1,fitzwilliams william
Flammocfe,1,flammocfe
Flanders,1,flanders
Fleetwood William,1,fleetwood william
Fleming,1,fleming
Floriacensis,1,floriacensis
Focas,1,focas
Folioth Robert,1,folioth robert
Foquesolles,1,foquesolles
Fordher,1,fordher
Fore Iohn,1,fore iohn
Fore Richard,1,fore richard
Forest Frier,1,forest frier
Formalis,1,formalis
Fosew Andrian,1,fosew andrian
Fouks de Brent,1,fouks de brent
Foulkes Brent,1,foulkes brent
Foxe Iohn,1,foxe iohn
Foxe Richard,1,foxe richard
Frances Montmorency,1,frances montmorency
Francis,1,francis
Fraser Richard,1,fraser richard
Fraunces of Lutzenburg,1,fraunces of lutzenburg
Frea,1,frea
Frederike,1,frederike
French,1,french
Freyn,1,freyn
Fridestane,1,fridestane
Friswive,1,friswive
Fronto,1,fronto
Fruydbert,1,fruydbert
Fulford Thomas,1,fulford thomas
Fulge tius,1,fulge tius
Fulgiers William,1,fulgiers william
Fulkes de Brent,1,fulkes de brent
Fulto,1,fulto
Furnes Thomas,1,furnes thomas
Furseus,1,furseus
Fysher Iohn,1,fysher iohn
Gagwyne Robert,1,gagwyne robert
Gald,1,gald
Gallio Rauennas,1,gallio rauennas
Gallowyn,1,gallowyn
Galltot Willaim,1,galltot willaim
Gambals,1,gambals
Garret,1,garret
Gascoigne,1,gascoigne
Gascoyn Willia,1,gascoyn willia
Gates Iohn,1,gates iohn
Gath,1,gath
Gaules,1,gaules
Gaunt Gilbert,1,gaunt gilbert
Gawain,1,gawain
Gebmound,1,gebmound
Geffray Maundeuile,1,geffray maundeuile
Geffrey Charney,1,geffrey charney
Geffrey Gates,1,geffrey gates
Geffrey Maundeuille,1,geffrey maundeuille
Geffrey Scrope,1,geffrey scrope
Geffrey William,1,geffrey william
Geffrey de Lucignam,1,geffrey de lucignam
Geffrey of Monmouth,1,geffrey of monmouth
Gegherte,1,gegherte
Gelenor,1,gelenor
Gemeticensis,1,gemeticensis
Genawe,1,genawe
Geneticensis,1,geneticensis
Gensses,1,gensses
Geoffray,1,geoffray
Geolcil,1,geolcil
Georg,1,georg
George Browne,1,george browne
George Douglas,1,george douglas
George Neuil,1,george neuil
George Talbot,1,george talbot
George stanley,1,george stanley
Gerald,1,gerald
Gerard Thomas,1,gerard thomas
Gerard de Gotingam,1,gerard de gotingam
Gerarde de Atie,1,gerarde de atie
Gerent,1,gerent
Gerion,1,gerion
Germanes,1,germanes
Gertrude,1,gertrude
Geruas,1,geruas
Geruasius Doroberuensis,1,geruasius doroberuensis
Gerueys Clifton,1,gerueys clifton
Geruldine Thomas,1,geruldine thomas
Get,1,get
Ghrankes,1,ghrankes
Gia,1,gia
Giantes,1,giantes
Giffard William,1,giffard william
Gilbert Debenham,1,gilbert debenham
Gilbert Fitz Fergus,1,gilbert fitz fergus
Gilbert Midleton,1,gilbert midleton
Gilbert Skarlock,1,gilbert skarlock
Gilbert de Gaunt,1,gilbert de gaunt
Giles,1,giles
Giles Daubeney,1,giles daubeney
Gillomanus,1,gillomanus
Gillomar,1,gillomar
Giouan Villani,1,giouan villani
Girarde de Sotigam,1,girarde de sotigam
Girmi,1,girmi
Glanuille Bartholmew,1,glanuille bartholmew
Glanuille Rafe,1,glanuille rafe
Glanuille Ranulfe,1,glanuille ranulfe
Glasirion,1,glasirion
Glocester,1,glocester
Gluuy,1,gluuy
Gnintolinus,1,gnintolinus
Goda,1,goda
Godaroule Walter,1,godaroule walter
Godbald,1,godbald
Godfray Harecourt,1,godfray harecourt
Godrun,1,godrun
Godwins,1,godwins
Goffarius Pictus,1,goffarius pictus
Goldenston Thmes,1,goldenston thmes
Gomer,1,gomer
